Date,Open,High,Low,Close,Adj Close,Volume
"Oct 20, 2024","52,424.33","52,616.86","52,122.18","52,381.23","52,381.23","11,06,69,69,184"
"Oct 19, 2024","51,801.68","52,880.55","51,616.88","52,424.19","52,424.19","28,24,08,81,263"
"Oct 18, 2024","52,048.38","52,265.64","51,316.96","51,786.86","51,786.86","25,19,49,85,243"
"Oct 17, 2024","51,315.44","52,491.57","51,097.66","52,045.03","52,045.03","29,40,08,23,534"
"Oct 16, 2024","50,547.03","51,858.62","49,495.89","51,314.40","51,314.40","37,40,12,37,456"
"Oct 15, 2024","48,092.91","50,913.23","47,846.18","50,543.78","50,543.78","33,44,80,60,861"
"Oct 14, 2024","48,353.28","48,414.27","47,467.75","48,095.19","48,095.19","13,90,98,27,447"
"Oct 13, 2024","47,780.68","48,549.04","47,779.66","48,353.34","48,353.34","12,81,20,74,582"
"Oct 12, 2024","46,147.62","48,500.97","45,980.74","47,781.05","47,781.05","23,20,53,88,606"
"Oct 11, 2024","46,364.93","46,866.73","45,140.29","46,146.88","46,146.88","23,31,50,39,503"
"Oct 10, 2024","47,453.11","47,739.44","46,136.46","46,365.06","46,365.06","21,17,73,22,248"
"Oct 9, 2024","47,553.33","48,209.96","47,248.48","47,453.29","47,453.29","21,48,77,05,401"
"Oct 8, 2024","47,868.54","49,273.59","47,493.31","47,564.80","47,564.80","26,17,85,25,000"
"Oct 7, 2024","47,315.46","47,981.99","47,123.54","47,868.42","47,868.42","11,25,95,78,712"
"Oct 6, 2024","47,302.22","47,517.18","47,014.13","47,319.25","47,319.25","10,14,01,59,975"
"Oct 5, 2024","46,273.76","47,606.83","46,045.20","47,302.12","47,302.12","22,54,73,25,286"
"Oct 4, 2024","45,715.86","46,405.13","45,637.17","46,277.40","46,277.40","27,50,04,75,570"
"Oct 3, 2024","45,830.86","46,981.09","45,207.52","45,716.09","45,716.09","30,73,43,99,722"
"Oct 2, 2024","47,344.70","48,034.06","45,323.79","45,831.38","45,831.38","37,83,37,82,056"
"Oct 1, 2024","49,044.45","49,044.74","47,006.64","47,340.13","47,340.13","27,74,27,15,085"
"Sep 30, 2024","49,264.03","49,404.02","48,949.21","49,044.93","49,044.93","11,05,02,56,729"
"Sep 29, 2024","49,208.80","49,551.65","48,955.21","49,263.10","49,263.10","11,39,74,14,466"
"Sep 28, 2024","48,607.44","49,552.65","48,422.75","49,207.66","49,207.66","23,97,81,65,108"
"Sep 27, 2024","47,423.87","49,046.84","47,028.90","48,607.70","48,607.70","27,49,75,46,614"
"Sep 26, 2024","47,890.77","48,295.69","47,245.67","47,427.32","47,427.32","18,83,65,70,117"
"Sep 25, 2024","47,440.42","48,201.23","47,015.55","47,890.30","47,890.30","22,29,72,33,816"
"Sep 24, 2024","47,809.59","48,598.78","47,052.10","47,442.64","47,442.64","23,52,30,84,222"
"Sep 23, 2024","47,605.93","48,049.02","46,884.18","47,813.80","47,813.80","15,16,20,14,187"
"Sep 22, 2024","47,446.39","47,715.98","47,125.63","47,604.45","47,604.45","10,81,97,18,092"
"Sep 21, 2024","47,391.05","48,219.81","46,857.96","47,452.87","47,452.87","26,41,52,36,158"
"Sep 20, 2024","46,694.28","48,098.70","46,834.59","47,390.32","47,390.32","32,15,82,14,862"
"Sep 19, 2024","45,802.27","46,704.05","44,870.73","46,693.16","46,693.16","31,04,61,53,416"
"Sep 18, 2024","44,050.91","46,554.79","43,650.90","45,801.92","45,801.92","28,91,68,72,482"
"Sep 17, 2024","45,058.07","45,066.58","43,556.92","44,050.91","44,050.91","24,24,83,97,880"
"Sep 16, 2024","45,720.07","46,010.54","44,692.25","45,056.25","45,056.25","13,79,55,96,234"
"Sep 15, 2024","46,150.64","46,221.70","45,368.78","45,723.42","45,723.42","12,51,83,13,561"
"Sep 14, 2024","44,263.80","46,215.07","43,928.23","46,152.30","46,152.30","24,75,61,58,080"
"Sep 13, 2024","43,980.55","44,802.08","43,970.52","44,261.28","44,261.28","25,76,44,70,503"
"Sep 12, 2024","44,075.66","44,448.84","42,723.12","43,980.55","43,980.55","28,41,55,56,646"
"Sep 11, 2024","43,624.20","44,345.52","43,155.71","44,074.46","44,074.46","22,06,26,68,540"
"Sep 10, 2024","41,770.86","44,397.69","41,627.21","43,623.77","43,623.77","26,48,51,62,985"
"Sep 9, 2024","41,227.32","42,109.61","40,858.84","41,763.00","41,763.00","13,91,16,84,589"
"Sep 8, 2024","41,082.18","41,752.83","40,923.01","41,221.04","41,221.04","14,51,30,91,796"
"Sep 7, 2024","42,622.95","43,213.82","40,059.96","41,081.92","41,081.92","37,58,88,80,289"
"Sep 6, 2024","44,104.46","44,352.23","42,280.18","42,623.17","42,623.17","23,55,05,24,595"
"Sep 5, 2024","43,796.67","44,495.47","42,481.35","44,104.34","44,104.34","27,10,52,89,788"
"Sep 4, 2024","44,980.70","45,500.78","43,792.72","43,797.18","43,797.18","20,33,63,57,834"
"Sep 3, 2024","43,662.23","45,207.64","43,494.29","44,985.48","44,985.48","20,57,51,47,440"
"Sep 2, 2024","44,910.57","44,980.85","43,572.12","43,661.10","43,661.10","18,73,04,70,653"
"Sep 1, 2024","45,028.19","45,268.20","44,759.19","44,910.65","44,910.65","9,44,63,09,682"
"Aug 31, 2024","45,109.56","45,434.84","44,017.14","45,029.71","45,029.71","24,59,65,20,649"
"Aug 30, 2024","44,741.34","46,460.44","44,649.79","45,109.24","45,109.24","24,47,70,07,196"
"Aug 29, 2024","44,893.20","45,554.30","43,939.14","44,741.46","44,741.46","30,53,84,82,802"
"Aug 28, 2024","47,666.09","47,930.09","43,825.32","44,890.34","44,890.34","29,50,02,42,457"
"Aug 27, 2024","48,691.43","48,815.68","47,643.42","47,666.81","47,666.81","20,98,44,26,265"
"Aug 26, 2024","48,554.11","49,210.16","48,294.72","48,684.86","48,684.86","14,24,79,81,324"
"Aug 25, 2024","48,515.73","48,833.39","48,133.11","48,556.09","48,556.09","16,21,38,02,109"
"Aug 24, 2024","46,103.39","49,157.65","46,096.60","48,508.53","48,508.53","32,18,83,65,303"
"Aug 23, 2024","46,720.85","46,836.39","45,713.21","46,104.13","46,104.13","21,09,34,08,477"
"Aug 22, 2024","45,277.95","47,241.88","45,134.05","46,726.10","46,726.10","25,00,03,17,329"
"Aug 21, 2024","45,801.75","47,305.63","44,971.19","45,276.27","45,276.27","24,25,46,85,661"
"Aug 20, 2024","45,170.85","45,891.55","44,638.86","45,801.75","45,801.75","19,94,80,54,192"
"Aug 19, 2024","45,944.43","46,558.31","45,148.90","45,173.37","45,173.37","13,70,29,65,840"
"Aug 18, 2024","45,470.64","46,119.45","45,439.69","45,952.80","45,952.80","10,49,92,40,388"
"Aug 17, 2024","44,763.41","46,249.32","44,389.11","45,471.08","45,471.08","22,66,13,31,433"
"Aug 16, 2024","45,792.33","46,496.66","43,692.43","44,763.28","44,763.28","27,74,92,29,520"
"Aug 15, 2024","47,111.21","48,022.19","45,568.73","45,795.45","45,795.45","23,36,01,15,814"
"Aug 14, 2024","46,477.93","47,901.42","45,746.39","47,110.06","47,110.06","23,57,28,40,282"
"Aug 13, 2024","46,058.61","47,490.67","45,199.60","46,476.60","46,476.60","29,03,38,34,087"
"Aug 12, 2024","47,771.84","48,425.39","45,710.00","46,058.68","46,058.68","17,85,24,10,278"
"Aug 11, 2024","47,817.52","48,275.64","47,351.24","47,772.56","47,772.56","12,34,24,10,030"
"Aug 10, 2024","48,430.22","48,448.79","46,710.51","47,816.64","47,816.64","26,25,31,98,204"
"Aug 9, 2024","43,389.47","49,182.30","43,157.71","48,416.05","48,416.05","35,53,99,13,219"
"Aug 8, 2024","44,180.86","45,407.45","43,050.25","43,387.45","43,387.45","32,82,99,27,018"
"Aug 7, 2024","42,219.18","44,932.69","42,205.05","44,175.89","44,175.89","38,86,71,21,256"
"Aug 6, 2024","45,442.20","45,575.14","38,611.30","42,219.27","42,219.27","85,22,68,87,266"
"Aug 5, 2024","47,380.99","47,683.11","44,673.23","45,447.42","45,447.42","24,83,54,41,506"
"Aug 4, 2024","47,957.84","48,530.67","46,725.39","47,384.11","47,384.11","24,79,54,33,539"
"Aug 3, 2024","51,346.87","51,505.32","47,778.30","47,958.04","47,958.04","33,62,55,48,882"
"Aug 2, 2024","50,280.97","51,513.13","48,863.49","51,350.02","51,350.02","32,19,36,32,679"
"Aug 1, 2024","51,572.45","52,014.42","50,205.61","50,275.84","50,275.84","24,34,67,88,872"
"Jul 31, 2024","51,959.90","52,119.76","50,910.80","51,572.25","51,572.25","24,44,61,87,865"
"Jul 30, 2024","53,049.71","54,520.79","51,754.57","51,960.57","51,960.57","31,71,19,15,206"
"Jul 29, 2024","52,746.79","53,130.44","52,184.52","53,047.23","53,047.23","14,02,28,24,572"
"Jul 28, 2024","52,763.41","53,931.11","51,888.46","52,750.44","52,750.44","26,98,60,35,369"
"Jul 27, 2024","51,162.45","53,005.63","51,131.43","52,763.60","52,763.60","23,68,78,36,547"
"Jul 26, 2024","50,686.96","51,437.58","49,301.24","51,166.66","51,166.66","29,80,49,88,056"
"Jul 25, 2024","51,101.21","51,930.92","50,495.96","50,684.06","50,684.06","21,29,86,61,107"
"Jul 24, 2024","52,262.86","52,416.84","50,750.00","51,101.07","51,101.07","27,59,82,38,628"
"Jul 23, 2024","52,698.61","52,979.33","51,586.99","52,263.20","52,263.20","32,98,02,57,796"
"Jul 22, 2024","51,997.33","52,927.40","50,971.42","52,699.80","52,699.80","20,60,85,39,398"
"Jul 21, 2024","51,659.50","52,342.47","51,327.44","51,996.35","51,996.35","14,73,22,07,034"
"Jul 20, 2024","49,403.27","52,233.65","48,935.09","51,659.68","51,659.68","28,65,54,15,591"
"Jul 19, 2024","49,280.07","50,168.35","48,874.61","49,404.61","49,404.61","21,03,58,25,940"
"Jul 18, 2024","50,156.51","50,939.89","49,132.26","49,290.87","49,290.87","25,00,34,20,895"
"Jul 17, 2024","49,952.16","50,371.01","48,179.85","50,160.61","50,160.61","32,06,82,46,552"
"Jul 16, 2024","46,898.51","50,018.26","46,827.30","50,018.26","50,018.26","29,37,28,60,538"
"Jul 15, 2024","45,636.61","47,249.25","45,636.61","46,877.18","46,877.18","17,13,78,31,753"
"Jul 14, 2024","44,617.23","46,069.53","44,530.71","45,641.77","45,641.77","13,16,12,12,425"
